iter	RMSE
287	0.005969491443
288	0.005820254154
289	0.005674747798
290	0.005532879101
291	0.005394557122
292	0.005259693192
293	0.00512820086
294	0.004999995836
295	0.004874995939
296	0.004753121038
297	0.004634293011
298	0.004518435684
299	0.00440547479
300	0.004295337918
301	0.004187954469
302	0.004083255606
303	0.003981174214
304	0.003881644857
305	0.003784603734
306	0.00368998864
307	0.003597738922
308	0.003507795448
309	0.00342010056
310	0.003334598045
311	0.003251233093
312	0.003169952264
313	0.003090703456
314	0.003013435869
315	0.002938099971
316	0.002864647471
317	0.002793031283
318	0.0027232055
319	0.002655125361
320	0.002588747226
321	0.002524028544
322	0.00246092783
323	0.002399404633
324	0.002339419517
325	0.002280934028
326	0.002223910676
327	0.002168312908
328	0.002114105085
329	0.002061252457
330	0.002009721145
331	0.001959478115
332	0.001910491162
333	0.001862728882
334	0.001816160659
335	0.001770756642
336	0.001726487725
337	0.001683325532
338	0.001641242393
339	0.001600211332
340	0.001560206048
341	0.001521200897
342	0.001483170874
343	0.001446091601
344	0.001409939311
345	0.001374690827
346	0.001340323556
347	0.001306815467
348	0.00127414508
349	0.001242291452
350	0.001211234165
351	0.001180953311
352	0.001151429478
353	0.00112264374
354	0.001094577646
355	0.001067213205
356	0.001040532874
357	0.001014519552
358	0.0009891565628
359	0.0009644276484
360	0.0009403169568
361	0.0009168090325
362	0.0008938888064
363	0.0008715415859
364	0.0008497530459
365	0.0008285092195
366	0.0008077964887
367	0.0007876015761
368	0.0007679115364
369	0.0007487137477
370	0.0007299959038
371	0.0007117460059
372	0.0006939523555
373	0.0006766035463
374	0.0006596884574
375	0.0006431962458
376	0.0006271163394
377	0.0006114384307
378	0.0005961524697
379	0.0005812486577
380	0.000566717441
381	0.0005525495048
382	0.000538735767
383	0.0005252673726
384	0.0005121356881
385	0.0004993322957
386	0.0004868489881
387	0.0004746777632
388	0.000462810819
389	0.0004512405483
390	0.0004399595345
391	0.0004289605459
392	0.0004182365321
393	0.0004077806187
394	0.000397586103
395	0.0003876464503
396	0.0003779552889
397	0.0003685064066
398	0.0003592937462
399	0.0003503114025
400	0.0003415536173
401	0.0003330147767
402	0.0003246894072
403	0.0003165721719
404	0.0003086578675
405	0.0003009414207
406	0.000293417885
407	0.0002860824378
408	0.0002789303767
409	0.0002719571172
410	0.0002651581892
411	0.0002585292344
412	0.0002520660034
413	0.0002457643532
414	0.0002396202443
415	0.0002336297381
416	0.0002277889946
417	0.0002220942696
418	0.0002165419128
419	0.0002111283649
420	0.0002058501557
421	0.0002007039017
422	0.0001956863041
423	0.0001907941464
424	0.0001860242927
425	0.0001813736853
426	0.0001768393431
427	0.0001724183595
428	0.0001681079004
429	0.0001639052028
430	0.0001598075727
431	0.0001558123833
432	0.0001519170737
433	0.0001481191468
434	0.0001444161681
435	0.0001408057638
436	0.0001372856197
437	0.0001338534791
438	0.0001305071421
439	0.0001272444635
440	0.0001240633519
441	0.000120961768
442	0.0001179377238
443	0.0001149892806
444	0.0001121145486
445	0.0001093116848
446	0.0001065788927
447	0.0001039144203
448	0.0001013165598
449	9.878364572e-05
450	9.631405454e-05
451	9.390620314e-05
452	9.155854803e-05
453	8.926958429e-05
454	8.703784465e-05
455	8.48618985e-05
456	8.274035101e-05
457	8.06718422e-05
458	7.865504612e-05
459	7.668866994e-05
460	7.477145316e-05
461	7.29021668e-05
462	7.10796126e-05
463	6.930262226e-05
464	6.757005668e-05
465	6.588080524e-05
466	6.423378508e-05
467	6.262794043e-05
468	6.10622419e-05
469	5.953568583e-05
470	5.804729366e-05
471	5.659611129e-05
472	5.518120849e-05
473	5.380167826e-05
474	5.245663628e-05
475	5.114522035e-05
476	4.986658983e-05
477	4.861992506e-05
478	4.740442692e-05
479	4.621931623e-05
480	4.50638333e-05
481	4.393723746e-05
482	4.28388065e-05
483	4.176783632e-05
484	4.07236404e-05
485	3.970554938e-05
486	3.871291063e-05
487	3.774508785e-05
488	3.680146064e-05
489	3.588142411e-05
490	3.498438849e-05
491	3.410977877e-05
492	3.325703428e-05
493	3.242560841e-05
494	3.161496819e-05
495	3.082459398e-05
496	3.005397911e-05
497	2.930262963e-05
498	2.857006387e-05
499	2.785581227e-05
500	2.715941695e-05
501	2.648043151e-05
502	2.581842072e-05
503	2.517296019e-05
504	2.454363618e-05
505	2.393004526e-05
506	2.333179412e-05
507	2.274849926e-05
508	2.217978677e-05
509	2.162529209e-05
510	2.108465978e-05
511	2.055754328e-05
512	2.004360469e-05
513	1.954251457e-05
514	1.905395169e-05
515	1.857760289e-05
516	1.811316281e-05
517	1.766033374e-05
518	1.721882539e-05
519	1.678835475e-05
520	1.636864587e-05
521	1.595942972e-05
522	1.556044397e-05
523	1.517143286e-05
524	1.479214704e-05
525	1.442234335e-05
526	1.406178477e-05
527	1.371024014e-05
528	1.336748413e-05
529	1.303329702e-05
530	1.270746459e-05
531	1.238977797e-05
532	1.208003352e-05
533	1.177803268e-05
534	1.148358185e-05
535	1.11964923e-05
536	1.091657999e-05
537	1.064366549e-05
538	1.037757385e-05
539	1.01181345e-05
540	9.86518113e-06
541	9.618551599e-06
542	9.378087805e-06
543	9.143635606e-06
544	8.915044712e-06
545	8.692168591e-06
546	8.474864373e-06
547	8.262992761e-06
548	8.056417939e-06
549	7.855007488e-06
550	7.658632297e-06
551	7.467166486e-06
552	7.280487321e-06
553	7.098475135e-06
554	6.921013253e-06
555	6.747987919e-06
556	6.579288219e-06
557	6.414806011e-06
558	6.254435859e-06
559	6.098074961e-06
560	5.945623084e-06
561	5.796982505e-06
562	5.65205794e-06
563	5.51075649e-06
564	5.372987576e-06
565	5.238662885e-06
566	5.107696312e-06
567	4.980003902e-06
568	4.855503804e-06
569	4.734116207e-06
570	4.6157633e-06
571	4.500369216e-06
572	4.387859984e-06
573	4.278163483e-06
574	4.171209394e-06
575	4.066929158e-06
576	3.965255927e-06
577	3.866124528e-06
578	3.769471412e-06
579	3.675234626e-06
580	3.583353759e-06
581	3.493769914e-06
582	3.406425665e-06
583	3.321265022e-06
584	3.238233395e-06
585	3.157277559e-06
586	3.078345619e-06
587	3.001386977e-06
588	2.926352302e-06
589	2.853193494e-06
590	2.781863656e-06
591	2.712317064e-06
592	2.644509136e-06
593	2.578396407e-06
594	2.513936496e-06
595	2.451088082e-06
596	2.389810879e-06
597	2.330065606e-06
598	2.271813964e-06
599	2.215018614e-06
600	2.159643148e-06
601	2.105652069e-06
602	2.053010767e-06
603	2.001685498e-06
604	1.95164336e-06
605	1.902852275e-06
606	1.855280968e-06
607	1.808898943e-06
608	1.763676469e-06
609	1.719584557e-06
610	1.676594943e-06
611	1.634680068e-06
612	1.593813065e-06
613	1.553967738e-06
614	1.515118544e-06
615	1.477240581e-06
616	1.440309566e-06
617	1.404301826e-06
618	1.36919428e-06
619	1.334964423e-06
620	1.301590312e-06
621	1.269050553e-06
622	1.237324289e-06
623	1.20639118e-06
624	1.1762314e-06
625	1.146825615e-06
626	1.118154973e-06
627	1.090201099e-06
628	1.062946071e-06
629	1.036372419e-06
630	1.010463108e-06
631	9.852015296e-07
632	9.605714903e-07
633	9.365572019e-07
634	9.131432718e-07
635	8.903146899e-07
636	8.680568221e-07
637	8.463554013e-07
638	8.251965152e-07
639	8.04566602e-07
640	7.844524362e-07
641	7.648411254e-07
642	7.457200968e-07
643	7.270770946e-07
644	7.089001667e-07
645	6.911776616e-07
646	6.738982205e-07
647	6.570507646e-07
648	6.406244953e-07
649	6.246088827e-07
650	6.089936602e-07
651	5.937688192e-07
652	5.789245985e-07
653	5.644514828e-07
654	5.503401954e-07
655	5.365816901e-07
656	5.231671473e-07
657	5.100879689e-07
658	4.973357699e-07
659	4.849023754e-07
660	4.72779816e-07
661	4.609603208e-07
662	4.494363132e-07
663	4.382004059e-07
664	4.272453961e-07
665	4.165642608e-07
666	4.061501545e-07
667	3.959963999e-07
668	3.860964891e-07
669	3.764440776e-07
670	3.670329754e-07
671	3.578571514e-07
672	3.489107226e-07
673	3.401879551e-07
674	3.316832566e-07
675	3.233911749e-07
676	3.153063958e-07
677	3.074237359e-07
678	2.997381425e-07
679	2.922446882e-07
680	2.849385709e-07
681	2.77815106e-07
682	2.708697278e-07
683	2.64097984e-07
684	2.57495535e-07
685	2.510581471e-07
686	2.447816934e-07
687	2.386621518e-07
688	2.326955978e-07
689	2.268782073e-07
690	2.212062515e-07
691	2.156760946e-07
692	2.102841915e-07
693	2.050270862e-07
694	1.999014095e-07
695	1.949038737e-07
696	1.900312768e-07
697	1.852804946e-07
698	1.806484816e-07
699	1.761322701e-07
700	1.717289629e-07
701	1.674357383e-07
702	1.632498452e-07
703	1.591685982e-07
704	1.551893836e-07
705	1.513096491e-07
706	1.475269071e-07
707	1.438387338e-07
708	1.402427649e-07
709	1.36736696e-07
710	1.333182781e-07
711	1.299853204e-07
712	1.267356881e-07
713	1.23567296e-07
714	1.204781131e-07
715	1.174661603e-07
716	1.145295059e-07
717	1.116662681e-07
718	1.088746115e-07
719	1.061527461e-07
720	1.034989273e-07
721	1.009114535e-07
722	9.838866733e-08
723	9.592895011e-08
724	9.353072701e-08
725	9.119245862e-08
726	8.8912647e-08
727	8.668983086e-08
728	8.452258541e-08
729	8.240952047e-08
730	8.034928181e-08
731	7.834054946e-08
732	7.638203595e-08
733	7.447248459e-08
734	7.261067229e-08
735	7.079540486e-08
736	6.90255199e-08
737	6.729988179e-08
738	6.561738498e-08
739	6.397695026e-08
740	6.237752661e-08
741	6.081808765e-08
742	5.929763474e-08
743	5.781519356e-08
744	5.636981415e-08
745	5.496056911e-08
746	5.358655504e-08
747	5.224689085e-08
748	5.094071919e-08
749	4.966720165e-08
750	4.842552179e-08
751	4.721488338e-08
752	4.603451191e-08
753	4.488364978e-08
754	4.376155926e-08
755	4.266752091e-08
756	4.160083348e-08
757	4.056081212e-08
758	3.954679145e-08
759	3.855812093e-08
760	3.759416768e-08
761	3.665431337e-08
762	3.573795575e-08
763	3.484450668e-08
764	3.397339421e-08
765	3.312405878e-08
766	3.229595652e-08
767	3.148855761e-08
768	3.070134311e-08
769	2.99338094e-08
770	2.918546369e-08
771	2.845582678e-08
772	2.774443158e-08
773	2.705082003e-08
774	2.637454895e-08
775	2.571518572e-08
776	2.507230626e-08
777	2.444549833e-08
778	2.383436132e-08
779	2.323850171e-08
780	2.265753909e-08
781	2.209109998e-08
782	2.15388222e-08
783	2.100035201e-08
784	2.047534395e-08
785	1.996346072e-08
786	1.94643747e-08
787	1.897776488e-08
788	1.850332143e-08
789	1.804073787e-08
790	1.758971879e-08
791	1.714997512e-08
792	1.672122581e-08
793	1.630319589e-08
794	1.589561529e-08
795	1.549822463e-08
796	1.511076929e-08
797	1.473300075e-08
798	1.436467499e-08
799	1.400555871e-08
800	1.365541998e-08
801	1.33140345e-08
802	1.298118387e-08
803	1.265665403e-08
804	1.234023838e-08
805	1.203173313e-08
806	1.17309403e-08
807	1.143766609e-08
808	1.115172415e-08
809	1.087293068e-08
810	1.060110763e-08
811	1.033607956e-08
812	1.007767816e-08
813	9.825736219e-09
814	9.580092096e-09
815	9.340589717e-09
816	9.107075532e-09
817	8.879398392e-09
818	8.657412678e-09
819	8.440976739e-09
820	8.229952854e-09
821	8.024203995e-09
822	7.823598781e-09
823	7.628009597e-09
824	7.437309438e-09
825	7.251376887e-09
826	7.070092803e-09
827	6.893340102e-09
828	6.721007103e-09
829	6.552981372e-09
830	6.389157135e-09
831	6.229427763e-09
832	6.073691872e-09
833	5.921850251e-09
834	5.773804321e-09
835	5.629459076e-09
836	5.488723201e-09
837	5.351504338e-09
838	5.217716903e-09
839	5.087274314e-09
840	4.96009196e-09
841	4.836090348e-09
842	4.715187376e-09
843	4.597307709e-09
844	4.482374773e-09
845	4.370315601e-09
846	4.261057742e-09
847	4.154530526e-09
848	4.050666894e-09
849	3.949400199e-09
850	3.850665751e-09
851	3.754399113e-09
852	3.660539512e-09
853	3.569026304e-09
854	3.479800934e-09
855	3.392805129e-09
856	3.307985566e-09
857	3.225286205e-09
858	3.144654334e-09
859	3.066037691e-09
860	2.989387201e-09
861	2.914652772e-09
862	2.841786014e-09
863	2.770741929e-09
864	2.701472723e-09
865	2.633935487e-09
866	2.568087545e-09
867	2.503885037e-09
868	2.44128732e-09
869	2.380255577e-09
870	2.320749741e-09
871	2.26273143e-09
872	2.206162501e-09
873	2.151008165e-09
874	2.097232322e-09
875	2.044802119e-09
876	1.993681769e-09
877	1.943840464e-09
878	1.895244415e-09
879	1.847863034e-09
880	1.801666028e-09
881	1.756624808e-09
882	1.712709408e-09
883	1.669891507e-09
884	1.628144545e-09
885	1.587440697e-09
886	1.547755182e-09
887	1.509061969e-09
888	1.471335156e-09
889	1.434552008e-09
890	1.398688466e-09
891	1.363720513e-09
892	1.32962746e-09
893	1.296387181e-09
894	1.263977599e-09
895	1.2323784e-09
896	1.201569455e-09
897	1.171530468e-09
898	1.142241606e-09
899	1.113686085e-09
900	1.085844106e-09
901	1.058697556e-09
902	1.032229948e-09
903	1.006423417e-09
904	9.812632576e-10
905	9.567316983e-10
906	9.328127195e-10
907	9.094919556e-10
908	8.86755041e-10
909	8.645861906e-10
910	8.429712243e-10
911	8.218975593e-10
912	8.013497068e-10
913	7.813152694e-10
914	7.61781971e-10
915	7.427376178e-10
916	7.24168442e-10
917	7.060639631e-10
918	6.884121264e-10
919	6.712010783e-10
920	6.544205031e-10
921	6.380600467e-10
922	6.22107997e-10
923	6.065558445e-10
924	5.913918642e-10
925	5.766077013e-10
926	5.621918162e-10
927	5.481373561e-10
928	5.344344844e-10
929	5.210734241e-10
930	5.080458999e-10
931	4.953453886e-10
932	4.829622522e-10
933	4.708884655e-10
934	4.591159258e-10
935	4.476382619e-10
936	4.364475878e-10
937	4.255360508e-10
938	4.14897313e-10
939	4.045251424e-10
940	3.944118874e-10
941	3.845513028e-10
942	3.749372983e-10
943	3.655637216e-10
944	3.564245646e-10
945	3.475137834e-10
946	3.388254267e-10
947	3.30355094e-10
948	3.220968804e-10
949	3.140448836e-10
950	3.061932811e-10
951	2.985377781e-10
952	2.910741135e-10
953	2.837965238e-10
954	2.767008563e-10
955	2.697828958e-10
956	2.630385823e-10
957	2.564621988e-10
958	2.500511869e-10
959	2.437999717e-10
960	2.37704588e-10
961	2.31762475e-10
962	2.259681633e-10
963	2.203191768e-10
964	2.148117027e-10
965	2.094416653e-10
966	2.042053005e-10
967	1.991001298e-10
968	1.941223378e-10
969	1.892696496e-10
970	1.845382367e-10
971	1.799243222e-10
972	1.754255927e-10
973	1.710398659e-10
974	1.667634681e-10
975	1.625941217e-10
976	1.585297039e-10
977	1.545663733e-10
978	1.507021617e-10
979	1.469348379e-10
980	1.432607616e-10
981	1.396793712e-10
982	1.361870752e-10
983	1.327817379e-10
984	1.294629961e-10
985	1.262271038e-10
986	1.230720308e-10
987	1.199958422e-10
988	1.169964591e-10
989	1.140718872e-10
990	1.112201996e-10
991	1.084393557e-10
992	1.057289332e-10
993	1.030854332e-10
994	1.005085287e-10
995	9.799623577e-11
996	9.554661715e-11
997	9.315777142e-11
998	9.08293354e-11
999	8.855784642e-11
